year,month,day,issue,num_pages,topics,subtopics,method
1902,07,14,324,6,sich die|ich trebergeſellſchaft|der die|die der|preis ist,sich|die|für|dass|noch,bertopic
1902,07,15,325,20,meine herr|millionen die|die nicht|concert theater|er lord,meine|herr|ich|der|ſich,bertopic
1902,07,15,326,6,der die|bank credit|das man|mit pct pct|ist fräulein,der|die|habe|nicht|es,bertopic
1902,07,16,327,20,des der|berlin offerten|die zu|südafrika die|ich ſie,des|der|wird|und|die,bertopic
1902,07,16,328,6,250 000|iſt eine|brauerei vorz|der das|gentzſch ich,250|000|500|750|5056,bertopic
1902,07,17,329,20,und die|ſei daß|uhr concert|hinterbliebenen findet|die schüler,und|die|das|es|der,bertopic
1902,07,17,330,6,bank actien|leipziger daß|im 1901|000 750|103 98,bank|actien|credit|50|ige,bertopic
1902,07,18,331,19,sie urſine|und die|kreiſe klaſſe|welche ſich|ſtatt uhr von,sie|urſine|ich|ſie|winkel,bertopic
1902,07,18,332,6,die angeklagten|ist deutsche|die der|100 95|bank 250,die|angeklagten|der|und|zu,bertopic
1902,07,19,333,20,ſie du|theater uhr|00 75|venedig das|angeklagten daß,ſie|du|er|ich|sie,bertopic
1902,07,19,334,6,du du gaſt|bank ige|deutſche perſonen|die geschlossen|gas elektr,du|du gaſt|gaſt|barboux|frau,bertopic
1902,07,20,335,24,dr berlin|mit oder|mk meter|ige 50|ſie sie,dr|berlin|von|profeſſor|in berlin,bertopic
1902,07,21,336,6,fr der|uhr hanſa|frau der|brau brauerei|bank credit,fr|der|gegen|im|juni,bertopic
1902,07,22,337,20,ſie du|00 die|juni rennen|offerten dieſes blattes|00 deep,ſie|du|er|ich|sie,bertopic
1902,07,22,338,6,10 50|frau geschlossen|die der|bank credit|berlin mit,10|50|99|00|500,bertopic
1902,07,23,339,20,ſie urſine|der den|trier der trier|theater uhr|offerten stellung,ſie|urſine|renius|sie|ich,bertopic
1902,07,23,340,6,500 000|100 500|die der|die das|ich habe,500|000|250|10|750,bertopic
1902,07,24,341,20,ſie er|die nicht|geſucht offerten|erlaubniß der erlaubniß|in in den,ſie|er|ſagte|ihn|truitje,bertopic
1902,07,24,342,6,der die|die der|250 750|500 000|100 101,der|die|und|von|den,bertopic
1902,07,25,343,20,knelis bartje|offerten dieſes blattes|ausſtellung und|sonntag mk|die man,knelis|bartje|er|ſagte|auf,bertopic
1902,07,25,344,6,die juli|500 000|60 alles|bank credit|der abg,die|juli|der|sich|im,bertopic
1902,07,26,345,20,ich berliner|knelis sie|ist wie|für seeverſicherung|deutſchen deutſche,ich|berliner|und|er|die,bertopic
1902,07,26,346,6,500 100|ist richard|bank credit|und von|gegangen uhr,500|100|99|000|250,bertopic
1902,07,27,347,22,ich er|uhr hinterbliebenen|vorſtadt berlin|millionen mark|uebungen fragen,ich|er|is|du|knelis,bertopic
1902,07,28,348,6,750 500|10 12|bank ige|millionen mark|102 100,750|500|000|100|12,bertopic
1902,07,29,349,20,uhr die|frau der frau|knelis is|juli 28 juli|aus man,uhr|die|oper|und|in,bertopic
1902,07,29,350,6,die in|99 103|dem von|deutsche uhr|bank ige,die|in|sich|der|für,bertopic
1902,07,30,351,20,du ich|des der|uhr concert|für allgemeiner|00 ige,du|ich|nich|knelis|ſagte,bertopic
1902,07,30,352,6,100 500|die wird|der in|die auf die|000 gesellschaft,100|500|250|99|000,bertopic
1902,07,31,353,20,bartje knelis|löhning die|beerdigung theilnahme|000 blattes|bisher hrn,bartje|knelis|ich|du|er,bertopic
1902,07,31,354,6,1900 98|bank 50|der für|ist des|das der,1900|98|st|103|1899,bertopic
1902,08,01,355,20,offerten berlin|er sie|eine die|der dem|uhr 11,offerten|berlin|geſchäftsſtelle|dieſes blattes|blattes,bertopic
1902,08,01,356,6,500 000|und der|die der|er der|die in,500|000|99|250|100,bertopic
1902,08,02,357,20,er du|august do|england frankreich|im kreiſe kreiſe|von waren,er|du|ich|ſie|sie,bertopic
1902,08,02,358,6,500 000|geschlossen leben|mk um|bank bk|der des,500|000|100|99|250,bertopic
1902,08,03,359,24,ich sarg|bock man|frankfurt charlottenburg|land flut|iſt regierung,ich|sarg|zimmer|mich|mir,bertopic
1902,08,04,360,6,bank credit|000 500|den von|95 100|weltrecord dickentmann,bank|credit|00|bk|banknoten,bertopic
1902,08,05,361,20,50 do|er ſich|ſie sie|wir auf|ein münchner,50|do|mk|cm|10,bertopic
1902,08,05,362,6,100 99|12 masch|sich den|bank 10|der leiche,100|99|103|98|101,bertopic
1902,08,06,363,20,mackay er|er war|hat oper|kaiſer daß|sie ſie,mackay|er|nach|der|war,bertopic
1902,08,06,364,6,kaiſer die|ist die|99 100|87 50|nicht iſt,kaiſer|die|des|der|den,bertopic
1902,08,07,365,20,die iſt|hrn frl|ſie sie|1902 mk|nicht die,die|iſt|das|zeit|der,bertopic
1902,08,07,366,6,co 12|ist sind|98 1900|bank 250|000 500,co|12|10|masch|brauerei,bertopic
1902,08,08,367,20,majeſtät des|die aus|klaus klaus hennig|das es|000 mark,majeſtät|des|könig|kaiſer|seine,bertopic
1902,08,08,368,6,er der|500 250|sich die|kaiſer des|geschlossen alt heidelberg,er|der|in|auf|aus,bertopic
1902,08,09,369,16,sie ich|die der|zur der|er die|expedition war,sie|ich|ſie|ja|ihn,bertopic
1902,08,09,370,6,bank credit|250 000|der dem|die zu|die sind,bank|credit|bk|10|00,bertopic
1902,08,10,371,20,ſie sie|auguſt am|00 50|für jeden|rußland politik,ſie|sie|ihr|frau|hatte,bertopic
1902,08,11,372,6,bank credit|mark sich|man war|sek berlin|geschlossen sereniſſimus,bank|credit|00|16|25,bertopic
1902,08,12,373,16,oberamt im kreiſe|uhr mittwoch|offerten blattes|ich sie|des klaſſe,oberamt|im kreiſe|kreiſe|frl|baron,bertopic
1902,08,12,374,6,und der|leute alt|bank 114|des den|ein die,und|der|in|mit|die,bertopic
1902,08,13,375,16,theater concert|er ihm|carl frau|beerdigung am|ſie ihre,theater|concert|uhr|san|akten von,bertopic
1902,08,13,376,6,bank 00|10 12|250 500|september der|95 100,bank|00|50|60|75,bertopic
1902,08,14,377,16,ein ſich|offerten blattes|karl frl|klaſſe königlichen|ihr lützenkirchen,ein|ſich|iſt|die|den,bertopic
1902,08,14,378,6,hohen aug|bank credit|kaiſer die|95 101|eisenw eisenb,hohen|aug|brau|masch|sind,bertopic
1902,08,15,379,16,00 87|mk millionen|carl hr|sie ſie|er dem,00|87|50|75|37,bertopic
1902,08,15,380,6,dass der|10 elektr|99 100|am und|250 000,dass|der|ist|die|in,bertopic
1902,08,16,381,16,der kaiſer|fräulein elfriede|verfaſſer der|000 mark|dr in,der|kaiſer|der kaiſer|von|er,bertopic
1902,08,16,382,6,der von|berlin august|95 100|bank 116|der aus,der|von|die|in|und,bertopic
1902,08,17,383,20,theater concert|mk werth|er habe|blattes dieſes blattes|die und,theater|concert|von|hochzeiten|montag,bertopic
1902,08,18,384,6,wir uns|100 101|bank credit|bedeckt co|der die,wir|uns|und|führer|der,bertopic
1902,08,19,385,12,berlin hrn|wochen ich|beerdigung die beerdigung|theater tt|great auf,berlin|hrn|pfd|hamburg|raske,bertopic
1902,08,19,386,10,ſämmtlichen theater|der kaiſer kaiſer|bank credit|ſie geſchlecht|baron hans,ſämmtlichen|theater|uhr|von|täglich,bertopic
1902,08,20,387,20,ſie sie|fußart regt|die nicht|uhr theater|die aber,ſie|sie|ich|ihr|er,bertopic
1902,08,20,388,6,ist charlottenburg|750 500|kaiſer von|er der|tage am,ist|charlottenburg|berlin|darmstadt|und,bertopic
1902,08,21,389,16,uhr theater|patent vom 19|dr iii|der auf|die und,uhr|theater|von|akten|de,bertopic
1902,08,21,390,6,100 500|des der|bank 60|man der|zu der,100|500|103|250|95,bertopic
1902,08,22,391,16,herr im kreiſe|man die|er ſie|muſik oper|kindergottesdienſt uhr,herr|im kreiſe|heinrich|kreiſe|frl,bertopic
1902,08,22,392,6,100 000|103 99|000 250|der von|ist die,100|000|500|95|96,bertopic
1902,08,23,393,16,regts nr|stabe zum|mk 000|landw der landw|gemeinde der,regts|nr|regt|zum|des,bertopic
1902,08,23,394,6,sich die|dr ist|bank credit|berlin leute|soldaten des,sich|die|der|sind|dass,bertopic
1902,08,24,395,24,berlin offerten|der in|die aus|concert militär|ſich er,berlin|offerten|im kreiſe|kreiſe|ſucht,bertopic
1902,08,25,396,6,100 95|etc mk|dem der|ige russ|kirche den,100|95|102|101|000,bertopic
1902,08,26,397,16,berlin offerten|theater uhr|er ich|nachmittags uhr|generalverſammlung der,berlin|offerten|dieſes blattes|blattes|ſucht,bertopic
1902,08,26,398,6,bank 10|ist den|masch 000|ist herr|1899 1900,bank|10|60|ige|500,bertopic
1902,08,27,399,16,der die|frl hr|menſchen wir|die werden|ich ſie,der|die|an|arbeiter|ſich,bertopic
1902,08,27,400,6,100 500|in die|bank ige|die es|september am,100|500|000|250|750,bertopic
1902,08,28,401,16,00 50|herr frl|die verwaltung|er ſie|die in,00|50|87|25|75,bertopic
1902,08,28,402,6,250 000|ist berlin|sich für|98 103|und seine paris,250|000|104|750|102,bertopic
1902,08,29,403,16,des dem|ich sie|er petersburg|00 50|berlin offerten,des|dem|zu|klaſſe|von,bertopic
1902,08,29,404,6,die der|der und|bank credit|act 10|000 500,die|der|den|auf|bis,bertopic
1902,08,30,405,16,dem der|das iſt|hr frl|klaſſe gen|kindergottesdienſt uhr,dem|der|könig|die|in,bertopic
1902,08,30,406,6,des der|bank 90|dem die|96 100|posen meckl,des|der|die|und|den,bertopic
1902,08,31,407,28,mk berlin|hat nicht|preise ist|uhr nachmittags|hauptmann den hauptmann,mk|berlin|für|hauptgeſchäftsſtelle|offerten,bertopic
1902,09,01,408,6,der die|vom in|die den|bank 25|sonne die,der|die|hat|in|daß,bertopic
1902,09,02,409,16,von mittwoch|findet nachmittags|50 87|deutſchen die|sie frau,von|mittwoch|aufführung|theater|muſik von,bertopic
1902,09,02,410,6,der zu|bank 50|theater frl|hier ist|und er,der|zu|wird|werden|nicht,bertopic
1902,09,03,411,16,der man|gehaltsanſprüchen 17|raimund ein|die und|000 mark,der|man|die|preußen|er,bertopic
1902,09,03,412,6,99 103|theater sonnabend|er in|der den|herr brauer,99|103|98|1900|1898,bertopic
1902,09,04,413,16,sie ich|nr oberleutnant|berlin geſchäftsſtelle|ich und|00 50,sie|ich|ſie|mir|ihr,bertopic
1902,09,04,414,6,500 000|der kaiſer|1900 103|bank credit|96 50,500|000|10|250|750,bertopic
1902,09,05,415,20,entſcheidung nicht|kreis poſen|ist sich|hauptgeſchäftsſtelle offerten|ihr ſie,entſcheidung|nicht|das|eine|perſon,bertopic
1902,09,06,417,16,er virchow|ſie ihr|kunſt schillertheater|beerdigung sonntag|theater uhr,er|virchow|jahre|in|als,bertopic
1902,09,06,418,6,die der|500 000|103 98|der zu|masch rhein,die|der|dass|für|und,bertopic
1902,09,07,419,24,herr frau|ſie sie|000 regierung|kaiſer des|cm 50,herr|frau|carl|fritz|perſonen,bertopic
1902,09,08,420,6,00 25|der des|kanonenboot das|ausbruch ein|drei paar paar,00|25|75|dresdner|90,bertopic
1902,09,09,421,18,frl hrn|cm 50|theater das|von theater|kind das kind,frl|hrn|im kreiſe|kreiſe|mit hrn,bertopic
1902,09,09,422,6,500 000|ſich in|750 500|seine er und|theater wird,500|000|103|99|750,bertopic
1902,09,10,423,16,du ich|ſie als|berlin dieſes blattes|potsdamer platz station|das des,du|ich|er|ſie|ihm,bertopic
1902,09,10,424,6,000 500|er aus|die sich|bank credit|am kaiſer,000|500|750|250|12,bertopic
1902,09,11,425,16,berlin mk|carl von|das kunſt|ich ihnen|mahler auch,berlin|mk|co|münchen|50,bertopic
1902,09,11,426,6,99 100|bei die|bank mk|der er|die für,99|100|95|96|103,bertopic
1902,09,12,427,16,frau zu|die obſtruktion|nachmittags leiden|der das|offerten berlin,frau|zu|im kreiſe|herr|frl,bertopic
1902,09,12,428,6,der die|99 100|der über die|der er|101 elektr,der|die|des|und|von,bertopic
1902,09,13,429,16,nr commandeur|er ſie|hr frl|war die|uhr beerdigung,nr|commandeur|von|des|brandenburgiſchen,bertopic
1902,09,13,430,6,103 1900|bank banknoten|100 99|sich die|75 25,103|1900|98|1901|100,bertopic
1902,09,14,431,24,uhr montag|er war|commandeur zum|ſofort garten|unterricht für,uhr|montag|akten|von|in akten,bertopic
1902,09,15,432,6,berlin ist|bank 000|der von|des der|der als,berlin|ist|15|september|15 september,bertopic
1902,09,16,433,18,pct die|er ſich|habe ſei|100 005g|regt armee,pct|die|auf|der|durch,bertopic
1902,09,16,434,6,ſie der|der und|die den|bei bei der|den die,ſie|der|ſich|die|einem,bertopic
1902,09,17,435,12,und in|uhr am|frl frau|er ſei|der die,und|in|er|der|das,bertopic
1902,09,17,436,6,000 500|er und|103 99|95 96|kronprinz dem,000|500|750|10|12,bertopic
1902,09,18,437,20,ich tag|herr frl|vormittags uhr|ich da|das die,ich|tag|dass|ist|mir,bertopic
1902,09,18,438,6,der den|10 000|wir ſich|bank 250|103 99,der|den|über|subcommiſſion|die,bertopic
1902,09,19,439,16,und er|herr frl|maybrick ich|000 mark|uhr and,und|er|das|die|als,bertopic
1902,09,19,440,6,12 75|act 10|die und|der die|bank 00,12|75|10|60|500,bertopic
1902,09,20,441,16,garniert aus|er habe|uhr sonntag|daß die|berlin verkaufen,garniert|aus|mit|morgenrock|steppdecken,bertopic
1902,09,20,442,6,bank 100|auch sich|expedition am|act zucker|des der,bank|100|400|102|credit,bertopic
1902,09,21,443,28,die von|50 damen|berlin frankfurt|ſozialen klaſſen|uhr nachmittags,die|von|der|mit|wird,bertopic
1902,09,22,444,6,99 103|000 005g|berlin theater|zur see|000 bank,99|103|100|98|800,bertopic
1902,09,23,445,18,herr frl|berlin pf|wurden dass|ſucht berlin|bank credit,herr|frl|im kreiſe|kreiſe|frau,bertopic
1902,09,23,446,4,und die|er der|in der|ich dir|theater von,und|die|der|ſie|dem,bertopic
1902,09,24,447,16,wir am|ich zu|00 75|uhr anfang uhr|muſik perſonen,wir|am|nach|bald|weiter,bertopic
1902,09,24,448,6,103 98|mk die|000 500|der die|die ſei,103|98|99|102|100,bertopic
1902,09,25,449,16,frau herr|centrum das centrum|die den|das ſich|präſident der,frau|herr|perſonen|frl|geb,bertopic
1902,09,25,450,6,98 103|die der|waſſer und|99 400|100 95,98|103|99|89|1900,bertopic
1902,09,26,451,16,und der|25 50|und ſie|theater im|kindergottesdienſt uhr,und|der|war|den|die,bertopic
1902,09,26,452,6,000 500|10 ges|98 1900|theater uhr|100 102,000|500|250|750|10,bertopic
1902,09,27,453,16,regts zum|herr diener|er das|am nachmittags|deutſchen in,regts|zum|generalſtabe|js|des,bertopic
1902,09,27,454,6,100 000|mk die|und die|85 95|10 brauerei,100|000|250|500|750,bertopic
1902,09,28,455,28,er die|die und|oder ſind|ſie er|dem dr,er|die|es|und|das,bertopic
1902,09,29,456,6,99 96|ist paul|der die|und ſie|leiche iſt,99|96|100|103|102,bertopic
1902,09,30,457,18,bei mark|00 do|er ſie|der of|zola zolas,bei|mark|bei den|marken|preise,bertopic
1902,09,30,458,6,100 98|000 500|bank 00|general schlacht|photographie der,100|98|103|99|1900,bertopic
1902,10,01,459,16,verwalt garn|habe daß|mark 000|albrecht frhr|von der,verwalt|garn|garn verwalt|probe|auf probe,bertopic
1902,10,01,460,10,500 000|die der|juden habe|amerikanischen die|bank 106,500|000|100|250|750,bertopic
1902,10,02,461,16,habe zeuge|der die|theater akten von|die der|mk 000,habe|zeuge|ſei|hoffmann|daß,bertopic
1902,10,02,462,6,eisenb ges|99 obl|was er|juden habe|bank credit,eisenb|ges|cement|co|act,bertopic
1902,10,03,463,16,uhr berlin|frl hrn|die des|flotte die|leiden uhr,uhr|berlin|sonntag|nachm|sonnabend,bertopic
1902,10,03,464,6,10 75|auf die|10 masch|bank credit|98 1900,10|75|100|000|50,bertopic
1902,10,04,465,16,er zu|hrn von|und iſt|findet am|theater muſik,er|zu|und|der|dem,bertopic
1902,10,04,466,6,der die|seine die|bank 102|103 96|ist ges,der|die|er|und|daß,bertopic
1902,10,05,467,28,und die|die der|50 00|winter dr|uhr in akten,und|die|das|der|iſt,bertopic
1902,10,06,468,6,000 500|die der|50 100|der die|1900 1899,000|500|250|750|10,bertopic
1902,10,07,469,16,habe bürgermeiſter|leutnant oberleutnant|offerten stellung|sie klara|großfürſten großfürſt,habe|bürgermeiſter|daß|ſei|er,bertopic
1902,10,07,470,6,500 10|dass der|50 500|wir ich|meyer habe,500|10|000|750|75,bertopic
1902,10,08,471,18,habe daß|beerdigung findet|mk cm|geſchäftsſtelle offerten|ſucht stellung,habe|daß|die|den|ſei,bertopic
1902,10,08,472,6,mk die|000 500|103 99|000 500|bank credit,mk|die|für|der|in,bertopic
1902,10,09,473,20,herr von|ſie er|ſei habe|er als|am die beerdigung,herr|von|frl|frau|franz,bertopic
1902,10,09,474,6,gegen daß|die von|seine ist|70 000|00 credit,gegen|daß|die|nicht|iſt,bertopic
1902,10,10,475,16,ſei daß|dem hr|offerten berlin|die der|theater uhr,ſei|daß|nicht|die|angeklagten,bertopic
1902,10,10,476,6,500 100|habe daß|theater wird|do 75|ist hier,500|100|250|99|96,bertopic
1902,10,11,477,16,herr im kreiſe|see zur see|weltausſtellung st|ungarn die|zaide zu,herr|im kreiſe|kreiſe|zu|frau,bertopic
1902,10,11,478,6,bank credit|der die|99 98|und in|pr act,bank|credit|60|90|50,bertopic
1902,10,12,479,28,findet uhr|uhr theater|herr franz|ſie er|kapſtadt der,findet|uhr|leiden|oktober|ſtatt,bertopic
1902,10,13,480,6,000 10|99 100|bedeckt seine|dass sich|bank bk,000|10|12|25|500,bertopic
1902,10,14,481,18,berlin 50|und die|der nicht|die und|milch durch,berlin|50|von|und|in,bertopic
1902,10,14,482,6,mk im|bedeckt ist|103 1898|bank 116|ſie man,mk|im|der|die|mark,bertopic
1902,10,15,483,16,dem kreiſe|er und|mk je|rede werden|midinettes ihre,dem|kreiſe|im kreiſe|zu|im,bertopic
1902,10,15,484,6,1900 98|genährte do|500 18|prinz heinrich|millionen mk,1900|98|103|1899|1897,bertopic
1902,10,16,485,16,die und|kreiſe dem|die oeſterreich|und ansgar|berlin poſtamt,die|und|der|ſie|das,bertopic
1902,10,16,486,6,500 000|der die|ist ges|kaiſer der kaiſer|er in,500|000|100|50|10,bertopic
1902,10,17,487,18,berlin offerten|uhr anfang uhr|boot nummer|frl hrn|hotel dem,berlin|offerten|dieſes blattes|blattes|ſucht,bertopic
1902,10,17,488,6,lehrer habe|der die|mk 000 mk|der nicht|der die,lehrer|habe|er|daß|ſei,bertopic
1902,10,18,489,16,uhr sonntag|habe oettingen|kreiſe im kreiſe|uhr leiden|des der,uhr|sonntag|theater|und|montag,bertopic
1902,10,18,490,6,uhr theater|103 1900|10 bedeckt|250 006|bank credit,uhr|theater|richard|nachm uhr|geschlossen,bertopic
1902,10,19,491,28,uhr theater|mk ganz gefüttert|frau karl|landwirthſchaft wir|damen nachm,uhr|theater|von|gr|montag,bertopic
1902,10,20,492,6,99 103|man und|bank 00|der nur|100 fl,99|103|1898|1897|98,bertopic
1902,10,21,493,20,nicht die|nr regt|berlin bl berlin|frau frl|uhr nachm,nicht|die|wir|daß|regierung,bertopic
1902,10,21,494,6,uhr theater|750 500|bank 12|der nicht|den der,uhr|theater|regen|en|nachm,bertopic
1902,10,22,495,22,landwirthſchaft die landwirthſchaft|er ſie|mk 000|der die|und theater,landwirthſchaft|die landwirthſchaft|die|der landwirthſchaft|ich,bertopic
1902,10,22,496,6,regts regt|98 99|250 000|bank credit|wird und,regts|regt|ins|des|zum,bertopic
1902,10,23,497,18,ſie er|das der|berlin dieſes blattes|die regierung|dr dem,ſie|er|ihr|ſich|sie,bertopic
1902,10,23,498,6,der die|ich und|000 10|100 15|die und,der|die|von|den|des,bertopic
1902,10,24,499,16,nicht die|uhr kindergottesdienſt|23 oktober 23|do do do|die handwerkerklaſſe,nicht|die|der|zu|und,bertopic
1902,10,24,500,6,10 50|berlin theater|1900 98|101 100|bank 00,10|50|25|12|75,bertopic
1902,10,25,501,16,pferdezucht die|er profeſſor|der die|der des|mittelſtand noch,pferdezucht|die|daß|der|pferde,bertopic
1902,10,25,502,6,und er|bank 00|sonntag theater|dep 000|500 3000,und|er|in|die|das,bertopic
1902,10,26,503,32,herr frau|er ihn|uhr abends uhr|herr mk|berlin ii,herr|frau|franz|frl|von,bertopic
1902,10,27,504,6,uhr ist|bank 60|von profeſſor|das die|der die,uhr|ist|sarah|berlin|bernhardt,bertopic
1902,10,28,505,16,worden haaſe|er in|die nicht|00 franco|sarah bernhardt,worden|haaſe|verhandlung|habe|dr,bertopic
1902,10,28,506,6,der die|bank 50|10 masch|theater das|wurde dem,der|die|in|im|nicht,bertopic
1902,10,29,507,16,die iſt|die der|frau herr|von kronprinz|berlin geſucht,die|iſt|fleiſch|vieh|wir,bertopic
1902,10,29,508,6,99 98|500 750|stunden der|von theater|bedeckt nebel,99|98|103|100|102,bertopic
1902,10,30,509,16,anträge wangenheim|ich er|kronprinz der|die nicht|frau frau von,anträge|wangenheim|discuſſion|abg|wir,bertopic
1902,10,30,510,6,actien der|000 500|der von|250 005g|1900 103,actien|der|dass|die|den,bertopic
1902,10,31,511,18,50 75|berlin offerten|ſie mutter|den das|regierung der regierung,50|75|25|00|mark,bertopic
1902,10,31,512,6,sich für|bank credit|000 12|ist carl|der die,sich|für|ist|zu|der,bertopic
1902,11,01,513,16,berlin blattes|die es|ſie du|frl herr|landw landw bezirks,berlin|blattes|offerten|dieſes blattes|ſofort,bertopic
1902,11,01,514,6,die der|der die|bank 50|000 500|er des,die|der|und|zu|den,bertopic
1902,11,02,515,28,herr tochter|ſie ihr|und die|ſei brief|dichter so,herr|tochter|frau|ſeine|hans,bertopic
1902,11,03,516,6,und die|500 000|500 1000|bank 7556|anl 100,und|die|der|das|zu,bertopic
1902,11,04,517,16,im kreiſe kreiſe|marsch uhr|iſt das|mk preis|berlin blattes berlin,im kreiſe|kreiſe|frau|herr|superintendent,bertopic
1902,11,04,518,6,103 99|bank 000|kaiſer der|die zu|uhr von,103|99|1900|98|102,bertopic
1902,11,05,519,18,die der|theater von|die der|ſie monika|an für,die|der|daß|nicht|iſt,bertopic
1902,11,05,520,6,des der|die für|die der|500 250|000 250,des|der|und|die|kaiſer,bertopic
1902,11,06,521,20,du ich|frl hrn|als wurde|die dem|geſellſchaften land,du|ich|ſie|monika|nicht,bertopic
1902,11,06,522,6,theater und|der die|mk die|10 12|1900 99,theater|und|uhr|ist|des,bertopic
1902,11,07,523,18,herr königlichen|ſie ihr|concert das|mark berlin|15 november,herr|königlichen|zu|dem|klaſſe,bertopic
1902,11,07,524,6,der des|000 10|die sind|500 81|do wagen,der|des|die|ſich|in,bertopic
1902,11,08,525,16,ich antrag|ſie sie|die der|die ſie|berlin hauptgeſchäftsſtelle,ich|antrag|abg|daß|beſchluß,bertopic
1902,11,08,526,6,der die|bank 000|000 750|der und|000 750,der|die|für|sich|werden,bertopic
1902,11,09,527,28,uhr akten|ſie sie|er angeklagte|berlin ſucht|uhr ſtatt,uhr|akten|theater|in akten|preiſen,bertopic
1902,11,10,528,6,mk die|des der|25 000|die der|bank credit,mk|die|der|sich|um,bertopic
1902,11,11,529,16,uhr mittwoch nachm|album band|schutzmann angeklagte|mittwoch findet|berlin mark,uhr mittwoch|nachm|mittwoch|uhr|male,bertopic
1902,11,11,530,6,99 100|sich mk|masch 12|inh lanlesk|ſie sie,99|100|103|500|101,bertopic
1902,11,12,531,18,kreiſe zu|berlin offerten|kreiſe im kreiſe|könig der|iſt die,kreiſe|zu|im kreiſe|herr|heinrich,bertopic
1902,11,12,532,6,daß böcklin|103 98|in ein|10 000|bank credit,daß|böcklin|bilder|carlo|es,bertopic
1902,11,13,533,18,berlin blattes|tranſitlager die|wir sie|25 70|uhr november,berlin|blattes|offerten|dieſes blattes|dieſes,bertopic
1902,11,13,534,6,sie der|bank 000|10 14|500 98|12 750,sie|der|die|des|antrag,bertopic
1902,11,14,535,18,herr frau|handwerk und|abſtimmung abſtimmungen|geruht baron|er geld,herr|frau|dr|bürgermeiſter|im kreiſe,bertopic
1902,11,14,536,6,die sich|bank credit|antrag aichbichler|die in|500 250,die|sich|der|auf|in,bertopic
1902,11,15,537,22,antrag abſtimmung|theater aufführungen|er nicht|gold company|uhr sonntag,antrag|abſtimmung|geſchäftsordnung|die|ich,bertopic
1902,11,15,538,6,der und|bank bk|könig der|der ſich|mk vorjahr,der|und|theater|den|die,bertopic
1902,11,16,539,30,uhr concert|uhr donnerstag|am dr|frauen verſammlungen|pf 90,uhr|concert|theater|akten|von,bertopic
1902,11,17,540,6,500 000|die ist|10 rhein|iſt über|sie ich,500|000|250|750|100,bertopic
1902,11,18,541,20,frl kreiſe|00 50|leiden beerdigung|das es|berlin co,frl|kreiſe|zu|herr|hrn,bertopic
1902,11,18,542,6,100 99|250 500|die handel|bank credit|10 act,100|99|103|98|600,bertopic
1902,11,19,543,24,pf 50|geſchloſſen donnerstag heute|uhr von|nur forderungen|mutter hatte,pf|50|90|55|damen,bertopic
1902,11,20,544,6,10 75|000 500|bank credit|der kaiſer|der als,10|75|00|12|brauerei,bertopic
1902,11,21,545,22,berlin herr|octrois die|er ich|ſie ihr|verbündeten regierungen,berlin|herr|ſucht|offerten|im kreiſe,bertopic
1902,11,21,546,6,99 100|500 750|der die|credit 75|nicht den,99|100|103|98|101,bertopic
1902,11,22,547,16,herr frau|ſie sie|krankheit milch|en uhr|den ſie,herr|frau|frl|von|vorſitzender,bertopic
1902,11,22,548,6,die daß|plarrer plarrer von|500 000|bank credit|für und,die|daß|der|in|den,bertopic
1902,11,23,549,32,theater concert|herr im kreiſe|sie ſie|dem des|preis unter preis,theater|concert|uhr|von|akten,bertopic
1902,11,24,550,6,99 100|750 500|10 masch|die etwas|er der,99|100|103|000|500,bertopic
1902,11,25,551,18,die oder|sie ſie|am uhr|regt nr|patent vom mit patent,die|oder|es|der|ob,bertopic
1902,11,25,552,6,er war|nach nach dem|des der|bank credit|wegen pückler,er|war|der|ſich|wurde,bertopic
1902,11,26,553,22,er ich|ein première|landw aufgebots|herr frau|es bord,er|ich|ſie|sie|du,bertopic
1902,11,26,554,6,der die|100 95|12 000|nicht wir|des herr,der|die|kaiſer|und|mit,bertopic
1902,11,27,555,16,im kreiſe kreiſe|nachm uhr|nicht in|du ſie|petitionen abg,im kreiſe|kreiſe|herr|zu|im,bertopic
1902,11,27,556,6,100 101|bank 50|er daß|der und|er von,100|101|102|98|95,bertopic
1902,11,28,557,22,leipzig mk|im kreiſe kreiſe|sie die|die elektriſche|und aufführung,leipzig|mk|1902|50|50 mk,bertopic
1902,11,28,558,6,500 000|die der|750 500|ist sich|bank 00,500|000|250|750|005g,bertopic
1902,11,29,559,18,die der|ſie ihr|man ſo|billig bedeutend|regt im,die|der|nicht|daß|zu,bertopic
1902,11,29,560,6,der die|ist die|dem von|berlin kaufm|10 12,der|die|des|sie|abg,bertopic
1902,11,30,561,32,sehr preisen|mk cm|mode die|mehrheit sozialdemokratie|concert theater,sehr|preisen|mit|in|und,bertopic
1902,12,01,562,6,100 103|auf die|bank 25|theater uhr|zu er,100|103|99|000|98,bertopic
1902,12,02,563,24,mk berlin|heinrich ein|ſie ich|50 16|00 37,mk|berlin|1903|stuttgart|leipzig,bertopic
1902,12,02,564,6,000 250|99 100|der die|bank 10|der die,000|250|500|750|00,bertopic
1902,12,03,565,22,ſie er|abſtimmung stolberg|mark 000|frl pfarrer|teil morgens,ſie|er|ihr|war|sie,bertopic
1902,12,03,566,6,die abg|uhr theater|im november|10 12|der aus,die|abg|ich|zu|nicht,bertopic
