id	author	year	era1	era2	text	Agitation_models/Agitation.pt	Anger_models/Anger.pt	Fear_models/Fear.pt	Joy_models/Joy.pt	Love_models/Love.pt	Sadness_models/Sadness.pt
3074409X_1914-05-01	nn	1914	war	pre	einem Kampfe mit Räubern, welche eine nach	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	einen Augenblick da - eine wunderbare Verklärung	0	0	0	0	1	0
3074409X_1914-05-01	nn	1914	war	pre	einer Gründung einer Versicherungskasse gegen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	einer Ortsgruppe in Frankfurt a. M. in die Wege	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	einer eigenen australischen Flotte, nach einem eigenen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	einer schweren Aufgabe, die seit langer Zeit und,	0	0	0	0	0	1
3074409X_1914-05-01	nn	1914	war	pre	eines gewaltsamen Eindrängens der Angehörigen der	0	1	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	eingetreten, dann hatte er einen Vermittlungsantrag	0	0	0	0	1	0
3074409X_1914-05-01	nn	1914	war	pre	einige Rechnungssachen der Rechnungskommission,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	einmal allein. Die Regierung antwortete auf die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	einzelne Redakteure zu adressieren. Nachd uck unserer Artikel, deren	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	einzelne Redakteure zu adressieren. Nachdruck unserer Artikel, deren	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	elektrische Kraftstation, die Eisenbahr e	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	endlich zu dem Park. In diesem liegen die k	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	engste mit dem Verteidigungsproblem zusammen; denn	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	entgegen den Beschlüssen des Seniorenkonvents, in	0	1	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	entgegen, die Dr. Herzfeld in seiner Begründungsrede	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	enthält eine Skulpturenhalle und 50 Säle endlich	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	entschwinden wird.	0	0	0	0	0	1
3074409X_1914-05-01	nn	1914	war	pre	entsprechend sich als wahrer Sachwalter der in	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	entstand er in der Seele des Mannes, damals,	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	er seine Vernunft zur Erkenntnis steigert, oder der	0	0	0	0	1	0
3074409X_1914-05-01	nn	1914	war	pre	erkennen ist immerhin die teilweise Anrechnung	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	erklang das tiefe Geläut der Kirchenglocken, erhob	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	erklärt, sie würden den Amerikanern Widerstand	0	1	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"erscheinenden illustrierten Teil. ""Der Tag"" erscheint in drei verschiedenen, mit A, B und C."	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	erscheint in drei mit A. B und C bezeichneten Ausgaben, nämlich: Ausgabe A: illus	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	erscheint in drei mit A. B und Cbezeichneten Ausgaben, nämlich: Ausgabe A: illustrierten Tu..l.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	erweitert das Feld der Vermittlung, so daß sie	0	0	0	0	1	0
3074409X_1914-05-01	nn	1914	war	pre	etats unserer Stadt würde nicht ohne Einfluß	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	etwa 40,000 Fabrikarbeiter und 850 Hafenarbeiter.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	fahren eines feindlichen Angriffs oder gar einer Eroberung	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	fassung mit bestimmten Wahlvorschriften gesprochen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	festhalten: sie ist durchaus axiomatisch und wird erst	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	festigter Punkte, Sammlung von	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	fielen.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	fiskalischen Wälder zu überlassen. Daß sie das	0	1	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"fläche bildet der sogenannte ""Centralgard"""	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	folg, weil die Konkurrenz anderer Kolonien und der	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	folgende kaiserliche Order erging:	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	fuhren dem Statthalter bis an die Landesgrenze	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	füllung begriffen, denn es gibt bereits eine Anzahl	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	für Berlin eine enorme Belastung auf Jahre hinaus	0	0	0	0	0	1
3074409X_1914-05-01	nn	1914	war	pre	für die	0	0	0	1	0	0
3074409X_1914-05-01	nn	1914	war	pre	für die Herr Roland-Lücke das Wort führte,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	für die wechselseitigen Beziehungen in Is	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	für sein Gedeihen und seinen Schutz unerläßliche stärkere	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	für seine Produkte im Ausland? Das sind zurzeit die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	geben, bei den Verhandlungen seine Daseinsberechtigung	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	geborenen berichtet, die zu bewältigen die	0	0	0	0	0	1
3074409X_1914-05-01	nn	1914	war	pre	geforderten Bedingungen für den Ankauf einzutreten.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	geforderten Preis aus, die Verbandsmitglieder	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gefunden. Noch fünf Tote sollen 1	0	0	0	0	0	1
3074409X_1914-05-01	nn	1914	war	pre	gegen Rußland.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gegen drei deutsche Luftschiffer zum Abschluß	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gehen beim Magistrat Eingaben ein, die sich n	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gehende Wünsche vortrug, vertagte das Haus die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gehoben sei, daß die Frankfurter Handelskammer	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gelangen: zu einem Bild für uns vom Ding an sich.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gelben Rasse ist. Vorläufig reichen die Gesetze,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gelehnt.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	geleitet hat. Die Ulsterfreiwilligen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gen Greises unter den Jubel- und Schauerschreien	0	0	1	1	0	0
3074409X_1914-05-01	nn	1914	war	pre	gen Oberbürgermeister Kirschner ergehen ließ,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gen machten, brachten auf die Matrosen der	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	geordnete Byles an, welcher Art die geeigneten	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gerade im Munde eines Sozialdemokraten sonderbar	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gesamtes Verlagsrecht wir von den Jersossern erwerben, ist nur	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gesamtes Verlagsrecht wir von den Verfassern erwerben, ist nur	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gesandt.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	geschmuggelten Waffen. Die Ulsterführer statteten	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	geschrieben haben. Und diese, von einem großen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gestellt hatte. Von der Rechten sprach nur der	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gestellt wurde. Dann schreitet sie von ihrem	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gestern den von der Regierung beantragten	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gestorben.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gewahren aufkreischend, daß die Mutter Gottes	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gewaltige Summe. Zwar sind die vom Waldausschuß	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gewesen sein. Die Insassen des Zuges wurder	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gewißheit der Inhaftierten über ihr schließliches	0	0	1	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gez. Wilhelm R.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	geäscher!. Die Zahl der getöteten Weißen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"ggez von Arnin."""	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	giesischen Kongokolonie seit Monaten der Häuptling	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gildis kann nicht widerstehen. Sie will	1	0	0	0	1	0
3074409X_1914-05-01	nn	1914	war	pre	gischen Großherzogtümer eine große	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gleichen König Ludwig III. von Bayern. Dem	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	glückt durch ihren Anölis.	0	0	0	1	0	0
3074409X_1914-05-01	nn	1914	war	pre	"graphischen Meldungen vom Kreuzer ""Dres"	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	große phoiographische Bilder und kinemat	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gründete, ohne weitere Diskussion der Budgetkommission	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gs ist eine einzig in der Weltgeschichte dastehende	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	gung von Kopien, Beschreibung befestigter	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"gung, das Krematorium und ""Arsta"", die ba"	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	haben die Rebellen die Stadt vier Tage	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	haben selbst gegen die Initiative des Reichstags	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	halten bleiben soll. Die Magistrate und Gemeindevorstände	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	halten sie für Megildis, Sie rufen das	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	handelt sich um die Frage des Ankaufs der Großberliner	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	handenen Grade gestiegen.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	handlungen, die leider, das läßt sich nicht verheimlichen,	0	0	1	0	0	1
3074409X_1914-05-01	nn	1914	war	pre	handlungsbericht vorliegt. Daß die Luftschiffer	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hat seit seiner Entdeckung Australien zu führen gehabt,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hat und noch zu engagieren gedenkt, so daß die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hatte die bayerische Regierung im Landtage eine	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hatten die Regierungsvorlage entschieden unterstützt.	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hatten sich auf dem Bahnhof eingefunden der	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hebliche weitere Kosten für Aufforstung usw. veranlassen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hebt sie auf sein Roß.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	heimlichen, durch frühere Vereinbarungen	0	0	1	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	heitlichen Regelung wichtiger kommunalpolitischer	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	heren Beschlüssen beider Kammern entsprechend,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	heute morgen in seinem neuen Wirkungskreis ein.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	heute weiß man in Australien, was man noch vor	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hier für den Zweckverband die Gelegenheit gegeben,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hingegen erklärten sich doch geneigt, auch unter den	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hob sich das Gnadenbild der Mutter Gottes, erlebte	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hochragende Turm sichtbar, ein imposantes	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hof die Anklage gegen Berliner wegen	0	0	1	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	holm große Beunruhigung hervorgerufen. Das	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	hängig zu machen suche von einem ihm vorgelagerten	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	höchsten Moment des ganzen Spiels bezeichnen	1	0	0	0	1	0
3074409X_1914-05-01	nn	1914	war	pre	hört sie eines fremden Spielmanns wunderliches	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ihm an, trat aber weiter einigen Behauptungen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ihm folgen, aber die Pforten sind verschlossen.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ihm vereinigten Großberliner Gemeinden auszuweisen.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ihm vorzuschlagen, an dem Waffenstillstand teilzunehmen.	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ihnen bereits die Idee steht, gehen auf den Willen zurück,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ihre Maßregeln zur Verhinderungweiterer	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ihren Plätzen geworfen. Die Eisenbahnschi	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	im Mexiko-Konflikt.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"im Nachrichten-Teil 60 Pig., im illustrierten Teil 75 Pig., mit Rotdruck 1 Mark, in ""Bilder vom Tag-"	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"im Nachrichten-Teil 60 Pig., im illustrierten Teil 75 Pig., mit Rotdruck 1 Mark. in ""Bilder vom"	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	im Parlament gestern in ein ruhiges Stadium	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	im Reichstage mit ihrer Interpellation	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	im Verhältnis des Steuersolls der einzelnen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	im Volke mehr und mehr Widerhall findet, hier	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	immer wieder vorfindet. So wirkt er, wie große Kriege,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	immerhin würde auch diese Forderung speziell	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in Bayern gescheitert.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in Rheinhessen.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in Schweden, hat da ein Werk geschaffen, da	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in auffälliger Weise mit Vermessungsarbeiten beschäftigt	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in der Angelegenheit eine Immediateingabe an	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in der Ulsterkrise.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in der Waldkauffrage.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in eine Kunst beginnt, die das Gegenteil von Stil ist.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in einigen mexikanischen Städten sind ermächtigt	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in seiner charakteristischen Einheitlichkeit und	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	in, worunter das für Forstwesen bemerken	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	indem er den Reichstagals Schwatzbude	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	innerhalb Mexikos einschließt. Präsident Wilson	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	insularen Lage und der englischen Heimatflotte die Gefahren	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ist eröffnet. Sie ist nicht nur die größte, di	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ist sehr bedeutend. - Ueber die gleichen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ist, sowie der Vergnügungspark.	0	0	0	1	0	0
3074409X_1914-05-01	nn	1914	war	pre	je menschenleerer das Land ist, desto größer die Gefahr	0	0	1	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	je näher die Entscheidung drängt, in immer erregterer	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	jeden Gestorbenen überdauern und die jeder Geborene	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	jeder Stil, zu dem ein Künstler vordringt, ist wie eines	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	kammer mit einer erheblichen Mehrheit angenommen,	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	kanischen pazifischen Flotte, meldet, daß mexikanische	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	keiten des Erfahrenen, Sinnlichen, Zeitlichen los und	0	0	0	0	1	0
3074409X_1914-05-01	nn	1914	war	pre	kenswerte Ausstellung der schwedischen Fr	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	kere Bevölkerung?. Wie kann der Erdteil sich in Verteidigungsfragen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	kommen sind bis zu einem bisher noch nicht vorhandenen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	kommenden Jahre finanziell gewaltig engagiert	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	konfisziert.	0	1	1	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	konnte, daß der Vertrag einen Fortschritt bedeute,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	konservative Mecklenburger v. Graefe, der konstitutionelle	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	konsistorialpräsident sowie der Führer des katholischen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	kreisrunde Wasseranlage mit Springbrunne	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	kum, dürfte die touristische Abteilung der	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	kurzem nicht sehen wollte oder konnte, daß nämlich,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"kühles Blut bei dem bevorstehenden ""Geschäft"" zu"	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	land überlassen, der englischen Flotte, die doch so viel	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lang angegrirken und sind jetzt im Besitz	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lange Unordnung darin gewesen ist - bis die Menschen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	langsam sich auflöst.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lassen sich jedoch durch diese Untersuchung und die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lassen, eine Zumutung, die die Abgeordneten	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lautete dahin, daß es.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lebte man die feierliche und wundersame Legende	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	legenheit gegeben, seiner vornehmsten Aufgabe	0	0	0	1	0	0
3074409X_1914-05-01	nn	1914	war	pre	lehnen.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lehnt hat, da sie glaubt, daß die Bestrebungen des	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	leisten, wenn diese in das Gebiet der Rebellen einfielen.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	leiten soll.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ler. Immer wieder, da Leben nun einmal dauernd	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	letzten Tage von den Inseln Oeland und Gothland	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lich abgestürzt.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	liche Verlegenheit versetzt worden, jedoch sind	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lichen Stadt auferlegt war, reichlich genug bestraft	0	1	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lichen, königlichen und priesterlichen Wahrheiten, die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lichkeit handelnd wird. Der Künstler will hinter die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lichung ihrer Herkunft und Eindringen in	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lieblichen Gesängen, von den Schreien, von den	0	0	0	0	1	0
3074409X_1914-05-01	nn	1914	war	pre	liegt über der Gestalt, die von Maria Carmi, der	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	liert. Das Geschwader steht unter dem Oberbefehl	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	ling von San Salvador rebelliert.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	litten die Sozialdemokraten noch eine zweite Niederlage,	0	0	0	0	0	1
3074409X_1914-05-01	nn	1914	war	pre	lung einer Kaution vorläufig zu erleichtern, werden	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	lung gestoßen. Der	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	läuterte die Bestimmungen des Vertrages und	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	löst sich auch der Künstler von allen Zufälligkeiten	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	machen können.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	manns Lied aber lockt und lockt, und Megildis	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	markt gedeckt worden.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mehr die Dinge, die alle angehen, die großen menschlichen,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mehreren Aerzten und höheren Eisenbahnbea	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mehreren höheren Offizieren, der Präsident der	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	meindevorstände von Berlin und Umgegend hatten	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	meldet aus Boma vom 4. April, daß in der portugiesischen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	meldet uns:	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"melt"" haben sollen, war bisher in Deutschland nicht"	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	men sei. Die Prinzen des Königlichen Hauses	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	men werde als Antwort auf die jüngsten aufrührerischen	0	1	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	men, die in der Natur nicht vorkommen, und bindet	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mens des Reichskanzlers in wenigen knappen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mer eine Beteiligung an der Versammlung abgelehnt	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	minium vor vielen Schwierigkeiten bewahrt, unter	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mission überwiesen. - Es folgte die erste Beratung	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mit Quellenangabe und unserer ausdrücklichen Erlaubnis gestattet.	0	1	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mit den Hauptdarstellern des stummen Spiels,	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mit einem heiter-sonnigen Lächeln und alle beglückt	0	0	0	1	1	0
3074409X_1914-05-01	nn	1914	war	pre	mobilisiert und beschäftigte sich unter den	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	morgens) erscheinenden Nachrichten-Teil und dem einmal täglich, morgens (außer Monta	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	muß die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mänen und Forsten von Arnim-Criewen an diesen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	mögensrechtliches Interesse an dem Besitztum des	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	nach Lauterburg entgegen. In Lauterburg hielt	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	nach den australischen Gestaden reist, der sieht gewissermaßen	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	nach der der Grunewald, dessen Weiterbestand bedroht	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	nach, was er in seinen ersten Ausführungen versäumt	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	nachdrücklich genug hervorgehoben werden, daß die	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	nackte Leben. Mehrere Faktoreien wurden eingeäscher!.	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	nahmen an der Abstimmung teil; der Kronprinz	1	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	nen Verspätung kam der Statthalter kurz vor	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"nen an Bord des Dampfers ""Dania"" eingeschifft."	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	"neuer Kabinettsrat unter Asquith"""	0	0	0	0	0	0
3074409X_1914-05-01	nn	1914	war	pre	neues Wunder: Von blendendem Lichte umstrahlt,	0	0	0	1	0	0
3074409X_1914-05-01	nn	1914	war	pre	neun Tote und zwölf Verwundete.	0	0	0	0	0	0
